timestamp,user_id,user_role,door_id,zone,event_type,event_name,success,is_anomaly,datetime
34029.63596734087,EMP008,employee,D04_SERVER_ROOM,server_room,9,DOOR_OPENED,True,False,2025-01-01 09:27:09.635967341
34267.17952744779,EMP008,employee,D04_SERVER_ROOM,server_room,10,DOOR_CLOSED,True,False,2025-01-01 09:31:07.179527448
34400.16868780371,EMP036,employee,D06_PARKING,parking,0,ACCESS_GRANTED,True,False,2025-01-01 09:33:20.168687804
34401.476061717156,EMP036,employee,D06_PARKING,parking,9,DOOR_OPENED,True,False,2025-01-01 09:33:21.476061717
34404.599676045604,EMP002,employee,D08_CANTEEN,canteen,0,ACCESS_GRANTED,True,False,2025-01-01 09:33:24.599676046
34405.415019207285,EMP036,employee,D06_PARKING,parking,10,DOOR_CLOSED,True,False,2025-01-01 09:33:25.415019207
34407.022672419356,EMP002,employee,D08_CANTEEN,canteen,9,DOOR_OPENED,True,False,2025-01-01 09:33:27.022672419
34413.89799455147,EMP002,employee,D08_CANTEEN,canteen,10,DOOR_CLOSED,True,False,2025-01-01 09:33:33.897994551
34544.935180156186,CON010,contractor,D05_LAB,lab,1,ACCESS_DENIED,False,False,2025-01-01 09:35:44.935180156
34592.68541954249,CON006,contractor,D05_LAB,lab,1,ACCESS_DENIED,False,False,2025-01-01 09:36:32.685419542
34809.58338418839,EMP019,employee,D01_LOBBY,lobby,0,ACCESS_GRANTED,True,False,2025-01-01 09:40:09.583384188
34811.43958399097,EMP019,employee,D01_LOBBY,lobby,9,DOOR_OPENED,True,False,2025-01-01 09:40:11.439583991
34818.66938865248,EMP019,employee,D01_LOBBY,lobby,10,DOOR_CLOSED,True,False,2025-01-01 09:40:18.669388652
34855.32130808477,EMP005,employee,D02_OFFICE_A,office,0,ACCESS_GRANTED,True,False,2025-01-01 09:40:55.321308085
34855.82130808477,EMP005,employee,D02_OFFICE_A,office,9,DOOR_OPENED,True,False,2025-01-01 09:40:55.821308085
34864.90112860394,EMP005,employee,D02_OFFICE_A,office,10,DOOR_CLOSED,True,False,2025-01-01 09:41:04.901128604
34928.51522685726,EMP037,employee,D02_OFFICE_A,office,0,ACCESS_GRANTED,True,False,2025-01-01 09:42:08.515226857
34929.492170040474,EMP037,employee,D02_OFFICE_A,office,9,DOOR_OPENED,True,False,2025-01-01 09:42:09.492170040
34938.979404277896,EMP037,employee,D02_OFFICE_A,office,10,DOOR_CLOSED,True,False,2025-01-01 09:42:18.979404278
35109.4353070395,EMP016,employee,D08_CANTEEN,canteen,0,ACCESS_GRANTED,True,False,2025-01-01 09:45:09.435307040
35111.37487705211,EMP016,employee,D08_CANTEEN,canteen,9,DOOR_OPENED,True,False,2025-01-01 09:45:11.374877052
35122.318262633155,EMP016,employee,D08_CANTEEN,canteen,10,DOOR_CLOSED,True,False,2025-01-01 09:45:22.318262633
35273.83985665576,EMP012,employee,D02_OFFICE_A,office,0,ACCESS_GRANTED,True,False,2025-01-01 09:47:53.839856656
35276.35835981591,EMP012,employee,D02_OFFICE_A,office,9,DOOR_OPENED,True,False,2025-01-01 09:47:56.358359816
35281.05609387176,EMP012,employee,D02_OFFICE_A,office,10,DOOR_CLOSED,True,False,2025-01-01 09:48:01.056093872
35506.60157097015,ADM001,admin,D06_PARKING,parking,0,ACCESS_GRANTED,True,False,2025-01-01 09:51:46.601570970
35507.75316585265,ADM001,admin,D06_PARKING,parking,9,DOOR_OPENED,True,False,2025-01-01 09:51:47.753165853
35517.97024874101,ADM001,admin,D06_PARKING,parking,10,DOOR_CLOSED,True,False,2025-01-01 09:51:57.970248741
35660.49125503229,CON004,contractor,D05_LAB,lab,1,ACCESS_DENIED,False,False,2025-01-01 09:54:20.491255032
35667.02109833372,CON004,contractor,D05_LAB,lab,7,FAILED_ATTEMPT,False,False,2025-01-01 09:54:27.021098334
36283.304269314365,ADM003,admin,D08_CANTEEN,canteen,0,ACCESS_GRANTED,True,False,2025-01-01 10:04:43.304269314
36285.05566841891,ADM003,admin,D08_CANTEEN,canteen,9,DOOR_OPENED,True,False,2025-01-01 10:04:45.055668419
36288.57296854969,ADM003,admin,D08_CANTEEN,canteen,10,DOOR_CLOSED,True,False,2025-01-01 10:04:48.572968550
36369.439255460784,EMP038,employee,D03_OFFICE_B,office,0,ACCESS_GRANTED,True,False,2025-01-01 10:06:09.439255461
36371.853186704946,EMP038,employee,D03_OFFICE_B,office,9,DOOR_OPENED,True,False,2025-01-01 10:06:11.853186705
36382.64064723993,EMP038,employee,D03_OFFICE_B,office,10,DOOR_CLOSED,True,False,2025-01-01 10:06:22.640647240
36457.07024461383,CON009,contractor,D01_LOBBY,lobby,0,ACCESS_GRANTED,True,False,2025-01-01 10:07:37.070244614
36457.57024461383,CON009,contractor,D01_LOBBY,lobby,9,DOOR_OPENED,True,False,2025-01-01 10:07:37.570244614
36458.782545374896,CON009,contractor,D01_LOBBY,lobby,10,DOOR_CLOSED,True,False,2025-01-01 10:07:38.782545375
36468.158907464196,EMP001,employee,D06_PARKING,parking,0,ACCESS_GRANTED,True,False,2025-01-01 10:07:48.158907464
36469.17472806994,EMP001,employee,D06_PARKING,parking,9,DOOR_OPENED,True,False,2025-01-01 10:07:49.174728070
36474.611623615594,EMP001,employee,D06_PARKING,parking,10,DOOR_CLOSED,True,False,2025-01-01 10:07:54.611623616
36498.481702263154,EMP035,employee,D06_PARKING,parking,0,ACCESS_GRANTED,True,False,2025-01-01 10:08:18.481702263
36499.28772555699,EMP035,employee,D06_PARKING,parking,9,DOOR_OPENED,True,False,2025-01-01 10:08:19.287725557
36512.71368871433,EMP035,employee,D06_PARKING,parking,10,DOOR_CLOSED,True,False,2025-01-01 10:08:32.713688714
36861.21322097045,CON002,contractor,D05_LAB,lab,1,ACCESS_DENIED,False,False,2025-01-01 10:14:21.213220970
36904.1124568423,EMP001,employee,D01_LOBBY,lobby,0,ACCESS_GRANTED,True,False,2025-01-01 10:15:04.112456842
36906.30786734663,EMP001,employee,D01_LOBBY,lobby,9,DOOR_OPENED,True,False,2025-01-01 10:15:06.307867347
36909.80675441961,EMP001,employee,D01_LOBBY,lobby,10,DOOR_CLOSED,True,False,2025-01-01 10:15:09.806754420
36980.7668323547,EMP039,employee,D01_LOBBY,lobby,0,ACCESS_GRANTED,True,False,2025-01-01 10:16:20.766832355
36981.722815686815,EMP039,employee,D01_LOBBY,lobby,9,DOOR_OPENED,True,False,2025-01-01 10:16:21.722815687
36993.44094560266,EMP039,employee,D01_LOBBY,lobby,10,DOOR_CLOSED,True,False,2025-01-01 10:16:33.440945603
37050.0752348563,EMP004,employee,D01_LOBBY,lobby,0,ACCESS_GRANTED,True,False,2025-01-01 10:17:30.075234856
37052.94804796942,EMP004,employee,D01_LOBBY,lobby,9,DOOR_OPENED,True,False,2025-01-01 10:17:32.948047969
37055.460676424984,EMP004,employee,D01_LOBBY,lobby,10,DOOR_CLOSED,True,False,2025-01-01 10:17:35.460676425
37432.57003077581,EMP036,employee,D06_PARKING,parking,0,ACCESS_GRANTED,True,False,2025-01-01 10:23:52.570030776
37433.30941797705,EMP036,employee,D06_PARKING,parking,9,DOOR_OPENED,True,False,2025-01-01 10:23:53.309417977
37436.98607327563,EMP036,employee,D06_PARKING,parking,10,DOOR_CLOSED,True,False,2025-01-01 10:23:56.986073276
37651.67616331904,CON008,contractor,D01_LOBBY,lobby,0,ACCESS_GRANTED,True,False,2025-01-01 10:27:31.676163319
37653.74353492647,CON008,contractor,D01_LOBBY,lobby,9,DOOR_OPENED,True,False,2025-01-01 10:27:33.743534926
37667.933116149885,CON008,contractor,D01_LOBBY,lobby,10,DOOR_CLOSED,True,False,2025-01-01 10:27:47.933116150
37779.882175039296,EMP038,employee,D01_LOBBY,lobby,2,DOOR_FORCED,False,True,2025-01-01 10:29:39.882175039
37783.06031337485,EMP038,employee,D01_LOBBY,lobby,8,SYSTEM_ALARM,False,True,2025-01-01 10:29:43.060313375
37823.30520578907,EMP014,employee,D01_LOBBY,lobby,0,ACCESS_GRANTED,True,False,2025-01-01 10:30:23.305205789
37826.21053521141,EMP014,employee,D01_LOBBY,lobby,9,DOOR_OPENED,True,False,2025-01-01 10:30:26.210535211
37837.84570605808,EMP014,employee,D01_LOBBY,lobby,10,DOOR_CLOSED,True,False,2025-01-01 10:30:37.845706058
38264.51831129631,EMP017,employee,D08_CANTEEN,canteen,0,ACCESS_GRANTED,True,False,2025-01-01 10:37:44.518311296
38267.360083525935,EMP017,employee,D08_CANTEEN,canteen,9,DOOR_OPENED,True,False,2025-01-01 10:37:47.360083526
38272.433336217015,EMP017,employee,D08_CANTEEN,canteen,10,DOOR_CLOSED,True,False,2025-01-01 10:37:52.433336217
38292.72688987957,EMP021,employee,D01_LOBBY,lobby,0,ACCESS_GRANTED,True,False,2025-01-01 10:38:12.726889880
38293.72429867624,EMP021,employee,D01_LOBBY,lobby,9,DOOR_OPENED,True,False,2025-01-01 10:38:13.724298676
38304.36225204752,EMP021,employee,D01_LOBBY,lobby,10,DOOR_CLOSED,True,False,2025-01-01 10:38:24.362252048
38447.347766529834,EMP030,employee,D06_PARKING,parking,0,ACCESS_GRANTED,True,False,2025-01-01 10:40:47.347766530
38449.11696570521,EMP030,employee,D06_PARKING,parking,9,DOOR_OPENED,True,False,2025-01-01 10:40:49.116965705
38466.975105161655,EMP030,employee,D06_PARKING,parking,10,DOOR_CLOSED,True,False,2025-01-01 10:41:06.975105162
38556.49039777958,EMP015,employee,D08_CANTEEN,canteen,0,ACCESS_GRANTED,True,False,2025-01-01 10:42:36.490397780
38558.62375970466,EMP015,employee,D08_CANTEEN,canteen,9,DOOR_OPENED,True,False,2025-01-01 10:42:38.623759705
38560.21249351936,EMP015,employee,D08_CANTEEN,canteen,10,DOOR_CLOSED,True,False,2025-01-01 10:42:40.212493519
39084.24680066662,CON005,contractor,D01_LOBBY,lobby,0,ACCESS_GRANTED,True,False,2025-01-01 10:51:24.246800667
39086.789601541524,CON005,contractor,D01_LOBBY,lobby,9,DOOR_OPENED,True,False,2025-01-01 10:51:26.789601542
39092.14964946116,CON005,contractor,D01_LOBBY,lobby,10,DOOR_CLOSED,True,False,2025-01-01 10:51:32.149649461
39094.89517435005,EMP004,employee,D01_LOBBY,lobby,0,ACCESS_GRANTED,True,False,2025-01-01 10:51:34.895174350
39097.892976780495,EMP004,employee,D01_LOBBY,lobby,9,DOOR_OPENED,True,False,2025-01-01 10:51:37.892976780
39103.88917645165,EMP004,employee,D01_LOBBY,lobby,10,DOOR_CLOSED,True,False,2025-01-01 10:51:43.889176452
39175.956927542706,EMP011,employee,D08_CANTEEN,canteen,0,ACCESS_GRANTED,True,False,2025-01-01 10:52:55.956927543
39178.52454478398,EMP011,employee,D08_CANTEEN,canteen,9,DOOR_OPENED,True,False,2025-01-01 10:52:58.524544784
39192.137410870935,EMP011,employee,D08_CANTEEN,canteen,10,DOOR_CLOSED,True,False,2025-01-01 10:53:12.137410871
39872.70463178346,CON010,contractor,D01_LOBBY,lobby,0,ACCESS_GRANTED,True,False,2025-01-01 11:04:32.704631783
39877.61246878115,CON010,contractor,D01_LOBBY,lobby,9,DOOR_OPENED,True,False,2025-01-01 11:04:37.612468781
39882.24658376115,CON010,contractor,D01_LOBBY,lobby,10,DOOR_CLOSED,True,False,2025-01-01 11:04:42.246583761
39930.382391119856,EMP032,employee,D08_CANTEEN,canteen,0,ACCESS_GRANTED,True,False,2025-01-01 11:05:30.382391120
39932.82601070523,EMP032,employee,D08_CANTEEN,canteen,9,DOOR_OPENED,True,False,2025-01-01 11:05:32.826010705
39934.633801870754,EMP032,employee,D08_CANTEEN,canteen,10,DOOR_CLOSED,True,False,2025-01-01 11:05:34.633801871
40135.03614624335,EMP014,employee,D06_PARKING,parking,0,ACCESS_GRANTED,True,False,2025-01-01 11:08:55.036146243
40136.58484291149,EMP014,employee,D06_PARKING,parking,9,DOOR_OPENED,True,False,2025-01-01 11:08:56.584842911
40139.42076900364,EMP014,employee,D06_PARKING,parking,10,DOOR_CLOSED,True,False,2025-01-01 11:08:59.420769004
40278.34501682981,EMP008,employee,D01_LOBBY,lobby,0,ACCESS_GRANTED,True,False,2025-01-01 11:11:18.345016830
40280.92083627427,EMP008,employee,D01_LOBBY,lobby,9,DOOR_OPENED,True,False,2025-01-01 11:11:20.920836274
40287.03342975429,EMP008,employee,D01_LOBBY,lobby,10,DOOR_CLOSED,True,False,2025-01-01 11:11:27.033429754
40356.79097953367,CON009,contractor,D01_LOBBY,lobby,0,ACCESS_GRANTED,True,False,2025-01-01 11:12:36.790979534
40357.56312955298,CON009,contractor,D01_LOBBY,lobby,9,DOOR_OPENED,True,False,2025-01-01 11:12:37.563129553
40363.53681162227,CON009,contractor,D01_LOBBY,lobby,10,DOOR_CLOSED,True,False,2025-01-01 11:12:43.536811622
40493.13082651136,CON008,contractor,D01_LOBBY,lobby,7,FAILED_ATTEMPT,False,False,2025-01-01 11:14:53.130826511
40496.791635709495,CON008,contractor,D01_LOBBY,lobby,7,FAILED_ATTEMPT,False,False,2025-01-01 11:14:56.791635709
40498.48788463601,CON008,contractor,D01_LOBBY,lobby,7,FAILED_ATTEMPT,False,False,2025-01-01 11:14:58.487884636
40501.692095110244,CON008,contractor,D01_LOBBY,lobby,7,FAILED_ATTEMPT,False,False,2025-01-01 11:15:01.692095110
40504.190437590696,CON008,contractor,D01_LOBBY,lobby,7,FAILED_ATTEMPT,False,False,2025-01-01 11:15:04.190437591
40506.357963748065,CON008,contractor,D01_LOBBY,lobby,7,FAILED_ATTEMPT,False,False,2025-01-01 11:15:06.357963748
40508.32992561636,CON008,contractor,D01_LOBBY,lobby,8,SYSTEM_ALARM,False,True,2025-01-01 11:15:08.329925616
40649.8678863994,EMP039,employee,D06_PARKING,parking,0,ACCESS_GRANTED,True,False,2025-01-01 11:17:29.867886399
40653.28919444381,EMP039,employee,D06_PARKING,parking,9,DOOR_OPENED,True,False,2025-01-01 11:17:33.289194444
40659.571463216875,EMP039,employee,D06_PARKING,parking,10,DOOR_CLOSED,True,False,2025-01-01 11:17:39.571463217
41273.82041173888,EMP019,employee,D02_OFFICE_A,office,0,ACCESS_GRANTED,True,False,2025-01-01 11:27:53.820411739
41276.027796467395,EMP019,employee,D02_OFFICE_A,office,9,DOOR_OPENED,True,False,2025-01-01 11:27:56.027796467
41285.091380898855,EMP019,employee,D02_OFFICE_A,office,10,DOOR_CLOSED,True,False,2025-01-01 11:28:05.091380899
41361.595341535474,EMP031,employee,D01_LOBBY,lobby,0,ACCESS_GRANTED,True,False,2025-01-01 11:29:21.595341535
41364.996220281435,EMP031,employee,D01_LOBBY,lobby,9,DOOR_OPENED,True,False,2025-01-01 11:29:24.996220281
41371.503312419736,ADM003,admin,D02_OFFICE_A,office,0,ACCESS_GRANTED,True,False,2025-01-01 11:29:31.503312420
41372.23126863162,EMP031,employee,D01_LOBBY,lobby,10,DOOR_CLOSED,True,False,2025-01-01 11:29:32.231268632
41375.045267654226,ADM003,admin,D02_OFFICE_A,office,9,DOOR_OPENED,True,False,2025-01-01 11:29:35.045267654
41381.10101838952,ADM003,admin,D02_OFFICE_A,office,10,DOOR_CLOSED,True,False,2025-01-01 11:29:41.101018390
41844.54402455632,EMP001,employee,D01_LOBBY,lobby,0,ACCESS_GRANTED,True,False,2025-01-01 11:37:24.544024556
41847.34271063841,EMP001,employee,D01_LOBBY,lobby,9,DOOR_OPENED,True,False,2025-01-01 11:37:27.342710638
41851.603010028404,EMP001,employee,D01_LOBBY,lobby,10,DOOR_CLOSED,True,False,2025-01-01 11:37:31.603010028
42089.803692246634,CON002,contractor,D04_SERVER_ROOM,server_room,0,ACCESS_GRANTED,True,False,2025-01-01 11:41:29.803692247
42090.67794778069,CON002,contractor,D04_SERVER_ROOM,server_room,9,DOOR_OPENED,True,False,2025-01-01 11:41:30.677947781
42287.47596126596,CON002,contractor,D04_SERVER_ROOM,server_room,10,DOOR_CLOSED,True,False,2025-01-01 11:44:47.475961266
42435.809329579104,CON004,contractor,D05_LAB,lab,1,ACCESS_DENIED,False,False,2025-01-01 11:47:15.809329579
42479.844100584305,EMP004,employee,D08_CANTEEN,canteen,0,ACCESS_GRANTED,True,False,2025-01-01 11:47:59.844100584
42479.90446055857,CON001,contractor,D01_LOBBY,lobby,0,ACCESS_GRANTED,True,False,2025-01-01 11:47:59.904460559
42481.92683256009,CON001,contractor,D01_LOBBY,lobby,9,DOOR_OPENED,True,False,2025-01-01 11:48:01.926832560
42482.424983508994,EMP004,employee,D08_CANTEEN,canteen,9,DOOR_OPENED,True,False,2025-01-01 11:48:02.424983509
42488.75955977766,CON001,contractor,D01_LOBBY,lobby,10,DOOR_CLOSED,True,False,2025-01-01 11:48:08.759559778
42491.518971906844,EMP004,employee,D08_CANTEEN,canteen,10,DOOR_CLOSED,True,False,2025-01-01 11:48:11.518971906
42547.35577544759,EMP038,employee,D08_CANTEEN,canteen,0,ACCESS_GRANTED,True,False,2025-01-01 11:49:07.355775448
42548.833983684795,EMP038,employee,D08_CANTEEN,canteen,9,DOOR_OPENED,True,False,2025-01-01 11:49:08.833983685
42563.53601457628,EMP038,employee,D08_CANTEEN,canteen,10,DOOR_CLOSED,True,False,2025-01-01 11:49:23.536014576
42586.01959659478,EMP040,employee,D01_LOBBY,lobby,0,ACCESS_GRANTED,True,False,2025-01-01 11:49:46.019596595
42586.89356780438,EMP040,employee,D01_LOBBY,lobby,9,DOOR_OPENED,True,False,2025-01-01 11:49:46.893567804
42598.24037777432,EMP040,employee,D01_LOBBY,lobby,10,DOOR_CLOSED,True,False,2025-01-01 11:49:58.240377774
42919.70968406945,EMP033,employee,D01_LOBBY,lobby,0,ACCESS_GRANTED,True,False,2025-01-01 11:55:19.709684069
42921.92430098149,EMP033,employee,D01_LOBBY,lobby,9,DOOR_OPENED,True,False,2025-01-01 11:55:21.924300981
42928.04881256378,EMP033,employee,D01_LOBBY,lobby,10,DOOR_CLOSED,True,False,2025-01-01 11:55:28.048812564
42975.77500332595,EMP038,employee,D01_LOBBY,lobby,0,ACCESS_GRANTED,True,False,2025-01-01 11:56:15.775003326
42976.964065678425,EMP038,employee,D01_LOBBY,lobby,9,DOOR_OPENED,True,False,2025-01-01 11:56:16.964065678
42980.11685670495,EMP038,employee,D01_LOBBY,lobby,10,DOOR_CLOSED,True,False,2025-01-01 11:56:20.116856705
43290.620008488026,ADM001,admin,D02_OFFICE_A,office,0,ACCESS_GRANTED,True,False,2025-01-01 12:01:30.620008488
43294.49140077253,ADM001,admin,D02_OFFICE_A,office,9,DOOR_OPENED,True,False,2025-01-01 12:01:34.491400773
43298.17449177194,ADM001,admin,D02_OFFICE_A,office,10,DOOR_CLOSED,True,False,2025-01-01 12:01:38.174491772
43350.98608737493,CON009,contractor,D05_LAB,lab,1,ACCESS_DENIED,False,False,2025-01-01 12:02:30.986087375
43355.54761268371,CON009,contractor,D05_LAB,lab,7,FAILED_ATTEMPT,False,False,2025-01-01 12:02:35.547612684
43465.966086262386,EMP025,employee,D01_LOBBY,lobby,0,ACCESS_GRANTED,True,False,2025-01-01 12:04:25.966086262
43466.509353343914,EMP025,employee,D01_LOBBY,lobby,9,DOOR_OPENED,True,False,2025-01-01 12:04:26.509353344
43469.7198694452,EMP025,employee,D01_LOBBY,lobby,10,DOOR_CLOSED,True,False,2025-01-01 12:04:29.719869445
43833.05812472308,CON006,contractor,D05_LAB,lab,1,ACCESS_DENIED,False,False,2025-01-01 12:10:33.058124723
43834.71415841704,EMP008,employee,D06_PARKING,parking,0,ACCESS_GRANTED,True,False,2025-01-01 12:10:34.714158417
43839.36331993954,EMP008,employee,D06_PARKING,parking,9,DOOR_OPENED,True,False,2025-01-01 12:10:39.363319940
43844.115560581544,EMP008,employee,D06_PARKING,parking,10,DOOR_CLOSED,True,False,2025-01-01 12:10:44.115560582
43872.39195544684,EMP020,employee,D06_PARKING,parking,0,ACCESS_GRANTED,True,False,2025-01-01 12:11:12.391955447
43874.3963003646,EMP020,employee,D06_PARKING,parking,9,DOOR_OPENED,True,False,2025-01-01 12:11:14.396300365
43889.60391049231,EMP020,employee,D06_PARKING,parking,10,DOOR_CLOSED,True,False,2025-01-01 12:11:29.603910492
43898.754319210006,EMP028,employee,D06_PARKING,parking,0,ACCESS_GRANTED,True,False,2025-01-01 12:11:38.754319210
43901.68020196683,EMP028,employee,D06_PARKING,parking,9,DOOR_OPENED,True,False,2025-01-01 12:11:41.680201967
43911.37882231757,EMP028,employee,D06_PARKING,parking,10,DOOR_CLOSED,True,False,2025-01-01 12:11:51.378822318
43933.861643777855,EMP030,employee,D01_LOBBY,lobby,0,ACCESS_GRANTED,True,False,2025-01-01 12:12:13.861643778
43937.31755180088,EMP030,employee,D01_LOBBY,lobby,9,DOOR_OPENED,True,False,2025-01-01 12:12:17.317551801
43940.288029560616,EMP030,employee,D01_LOBBY,lobby,5,MULTI_BADGE,False,True,2025-01-01 12:12:20.288029561
